movie,reviewer,metascore,review_score,review_text,review_date,details
Copenhagen,David DeWitt,71,80,"Mark Raso’s first feature, Copenhagen, takes on a taboo — great for high-stakes storytelling, if it’s not used to generate empty shock. Worry not: His absorbing film has a delicate nuance that will linger after the popcorn’s gone.","Oct  2, 2014",http://www.metacritic.com/movie/copenhagen/details
Strange Culture,Jeannette Catsoulis,70,80,"Somewhere between documentary and dramatization, fact and impression, Strange Culture molds one man’s tragedy into an engrossing narrative experiment that defies categorization.",,http://www.metacritic.com/movie/strange-culture/details
Hot Shots!,Janet Maslin,61,80,"Charlie Sheen brings just the right exaggerated seriousness to his ace pilot's role, and Cary Elwes perfectly captures the ingenue arrogance of Topper's handsome rival. Jon Cryer, as a pilot with major eyesight problems, also displays expert deadpan timing, especially when he delivers the film's most uproarious line.","Jun 29, 2017",http://www.metacritic.com/movie/hot-shots!/details
Trilogy: The Weeping Meadow,Lawrence Van Gelder,73,80,"A beautiful and devastating meditation on war, history and loss.",,http://www.metacritic.com/movie/trilogy-the-weeping-meadow/details
Pollock,Stephen Holden,77,80,May be the first movie about a painter to transcend the gushy clich&#233;s found in movies that try to unravel the mysteries of artistic creation.,,http://www.metacritic.com/movie/pollock/details
In Between Days,A.O. Scott,75,80,"Sensitive, modest, thrillingly self-assured first feature by So Yong Kim, was one of the standouts of the 2006 Sundance Film Festival -- exactly the kind of thoughtful, independent work one hopes to find there and too rarely does.",,http://www.metacritic.com/movie/in-between-days/details
Tom Dowd & the Language of Music,Stephen Holden,80,80,"The man who emerges is a likable, unpretentious musical enthusiast and roll-up-your-sleeves problem-solver who apparently led a charmed life.",,http://www.metacritic.com/movie/tom-dowd-the-language-of-music/details
Bukowski: Born into This,Stephen Holden,77,80,Definitive and engrossing documentary.,,http://www.metacritic.com/movie/bukowski-born-into-this/details
Moka,Glenn Kenny,69,80,"The movie’s climax has sufficient twists and turns for a conventional payoff. But the movie, adapted from a novel by Tatiana de Rosnay, is ultimately more concerned with the genuinely tragic dimensions of the story than its suspense angles.","Jun 13, 2017",http://www.metacritic.com/movie/moka/details
The SpongeBob SquarePants Movie,Dana Stevens,66,80,"The movie itself triumphs by similar means; it is a marvel of unleashed childishness, like a birthday party on the edge of spinning out of control.",,http://www.metacritic.com/movie/the-spongebob-squarepants-movie/details
Up and Down,Dana Stevens,78,80,"It skips from buoyant satire to domestic melodrama, leaving behind a curious mix of emotions.",,http://www.metacritic.com/movie/up-and-down/details
Red Eye,Manohla Dargis,71,80,"The casting of the two leads is a nice surprise in Red Eye, as is its modest scale. One of the ironies about the film is that its relatively small-movie feel allows Mr. Craven to focus on the sorts of things - the performances and little bits of business from the extras - that a director like Michael Bay doesn't have time for, partly because he is so busy blowing stuff up.",,http://www.metacritic.com/movie/red-eye/details
The Well,Dana Stevens,67,80,"With a neck-snapping jolt, turns into the scariest exercise in cinematic sleight of hand since ""The Blair Witch Project.""",,http://www.metacritic.com/movie/the-well/details
A Brilliant Young Mind,Stephen Holden,65,80,"This warm, robust movie ultimately transcends the formulas with which it flirts to become a far more subtle and honest result than a machine-tooled tear-jerker like “The Theory of Everything.” When the film doesn’t try to build up the usual suspense found in movies about competition, you sigh with relief.","Sep 10, 2015",http://www.metacritic.com/movie/a-brilliant-young-mind/details
Nacho Libre,Manohla Dargis,52,80,Endearingly ridiculous.,,http://www.metacritic.com/movie/nacho-libre/details
Suddenly,A.O. Scott,63,80,"When Suddenly finds its soul in the last half-hour, the title begins to make a lovely sort of sense.",,http://www.metacritic.com/movie/suddenly/details
Iraq in Fragments,A.O. Scott,84,80,"From 300 hours of material, Mr. Longley has created a collage of images, sounds and characters, an intimate, partial portrait of an unraveling nation -- a portrait that gains power partly by virtue of its incompleteness.",,http://www.metacritic.com/movie/iraq-in-fragments/details
Maggie's Plan,A.O. Scott,76,80,"Ms. Miller’s choices are hard to argue with. She steers gracefully through a zigzagging plot, slowing down for quiet, contemplative stretches and pausing for jokes that are irrelevant but irresistible. She finds a tricky balance of farce, satire and emotional sincerity, a way of treating people as ridiculous without denying them empathy.","May 19, 2016",http://www.metacritic.com/movie/maggies-plan/details
Jandek on Corwood,Ned Martel,54,80,"A canny look at both sides of a musical experiment. Jandek plucks out his atonal efforts, and the record-store obsessives speculate about every subtlety.",,http://www.metacritic.com/movie/jandek-on-corwood/details
The Discoverers,Ben Kenigsberg,62,80,"Mr. Schwarz falters with his ending, which feels overly tidy. Still, it’s not the destination; it’s the journey.","May 15, 2014",http://www.metacritic.com/movie/the-discoverers/details
Djomeh,Dana Stevens,76,80,"An investigation, at once lucid and enigmatic, of exile, loneliness and the fragile possibility of friendship.",,http://www.metacritic.com/movie/djomeh/details
This Film Is Not Yet Rated,Dana Stevens,75,80,"Feisty, intellectually engaging.",,http://www.metacritic.com/movie/this-film-is-not-yet-rated/details
The Decay of Fiction,Stephen Holden,74,80,"If there were more experimental films as entertaining as The Decay of Fiction, Pat O’Neill's luminous Hollywood ghost story, the notion of a thriving avant-garde cinema might not be so intimidating to the moviegoing public.",,http://www.metacritic.com/movie/the-decay-of-fiction/details
Purgatorio: A Journey Into the Heart of the Border,Daniel M. Gold,tbd,80,This vivid and haunting essay steps away from the debate about illegal immigration.,"Oct  2, 2014",http://www.metacritic.com/movie/purgatorio-a-journey-into-the-heart-of-the-border/details
The Girl in the Book,Andy Webster,68,80,"Given [Ms. Cohn] confident hand behind the camera and gift for rich female characters, you hope to see more portraits from her in the future.","Dec 10, 2015",http://www.metacritic.com/movie/the-girl-in-the-book/details
Power Trip,Stephen Holden,75,80,"A skillful assemblage of newsreel clips, cartoons ridiculing the American interlopers, television commercials and interviews with power officials and ordinary Georgians. It gives new and darker meaning to that comfy adage ""We're all connected.""",,http://www.metacritic.com/movie/power-trip/details
A Bigger Splash,Manohla Dargis,74,80,"The world that Mr. Guadagnino creates is at once seductive and aspirational, and another reminder that movies have always excelled at stoking consumer desires.","May  4, 2016",http://www.metacritic.com/movie/a-bigger-splash/details
Vodka Lemon,A.O. Scott,69,80,"The thicket of relationships that the director, Hiner Saleem, has created and weaves his cast and camera through is so invitingly hotblooded and crowded with hilariously melodramatic incident that the snowbanks are not nearly as forbidding as they initially seem.",,http://www.metacritic.com/movie/vodka-lemon/details
The Internet's Own Boy: The Story of Aaron Swartz,Jeannette Catsoulis,72,80,"Moving and maddening in almost equal measure, Brian Knappenberger’s The Internet’s Own Boy: The Story of Aaron Swartz is a devastating meditation on what can happen when a prescient thinker challenges corporate interests and the power of the state.","Jun 26, 2014",http://www.metacritic.com/movie/the-internets-own-boy-the-story-of-aaron-swartz/details
Harry Potter and the Goblet of Fire,Manohla Dargis,81,80,His (Ralph Fiennes) Voldemort may be the greatest screen performance ever delivered without the benefit of a nose; certainly it's a performance of sublime villainy.,,http://www.metacritic.com/movie/harry-potter-and-the-goblet-of-fire/details
Code Unknown: Incomplete Tales of Several Journeys,Anita Gates,74,80,"Haneke, who wrote and directed, is a skillful, minutely observant filmmaker who trusts his audience to be able to put two and two together. Unfortunately, he's often too cryptic, which leaves viewers still trying to make connections when they should already be reacting to the moral lessons implied by them.",,http://www.metacritic.com/movie/code-unknown-incomplete-tales-of-several-journeys/details
Fruitvale Station,A.O. Scott,85,80,"Mr. Coogler, with a ground-level, hand-held shooting style that sometimes evokes the spiritually alert naturalism of Jean-Pierre and Luc Dardenne, has enough faith in his actors and in the intrinsic interest of the characters’ lives to keep overt sentimentality and messagemongering to a minimum.","Jul 11, 2013",http://www.metacritic.com/movie/fruitvale-station/details
Cosmopolis,Manohla Dargis,58,80,"A cold, funny number about the erotics of money and the seduction of death.","Aug 16, 2012",http://www.metacritic.com/movie/cosmopolis/details
The Departed,Manohla Dargis,85,80,"What helps make The Departed at once a success and a relief isn't that the director of ""Kundun,"" Mr. Scorsese's deeply felt film about the Dalai Lama, is back on the mean streets where he belongs; what's at stake here is the film and the filmmaking, not the director's epic importance.",,http://www.metacritic.com/movie/the-departed/details
Very Semi-Serious,Glenn Kenny,74,80,"If you’ve ever been curious as to how a cartoonist gets into The New Yorker and what happens then, Very Semi-Serious offers very satisfactory info.","Nov 19, 2015",http://www.metacritic.com/movie/very-semi-serious/details
Margot at the Wedding,A.O. Scott,66,80,"Frequently brilliant, finally baffling film.",,http://www.metacritic.com/movie/margot-at-the-wedding/details
